symbol,General_Term
DPP8,Hydrolase
EEF1AKMT4-ECE2,Hydrolase
ECE1,Hydrolase
KEL,Hydrolase
MME,Hydrolase
PHEX,Hydrolase
MMEL1,Hydrolase
ECEL1,Hydrolase
ECE2,Hydrolase
OSGEP,Hydrolase
OSGEPL1,Hydrolase
HYAL3,Hydrolase
SPAM1,Hydrolase
HYAL1,Hydrolase
HYAL2,Hydrolase
HYAL4,Hydrolase
ASNS,Hydrolase
ENTPD4,Hydrolase
ENTPD8,Hydrolase
ENTPD1,Hydrolase
ENTPD2,Hydrolase
ENTPD7,Hydrolase
ENTPD3,Hydrolase
CPVL,Hydrolase
CTSA,Hydrolase
SCPEP1,Hydrolase
MIPEP,Hydrolase
NLN,Hydrolase
THOP1,Hydrolase
FAHD1,Hydrolase
CYLD,Hydrolase
RPS3A,Hydrolase
NUDT5,Hydrolase
NUDT14,Hydrolase
PMPCA,Hydrolase
UQCRC1,Hydrolase
UQCRC2,Hydrolase
PMPCB,Hydrolase
PPP2R2A,Hydrolase
PPP2R2B,Hydrolase
PPP2R2C,Hydrolase
PPP2R2D,Hydrolase
QRSL1,Hydrolase
PPAT,Hydrolase
ATP5PO,Hydrolase
GMPS,Hydrolase
FDXR,Hydrolase
EXOSC6,Hydrolase
EXOSC4,Hydrolase
EXOSC5,Hydrolase
LAP3,Hydrolase
NPEPL1,Hydrolase
PIGK,Hydrolase
LGMN,Hydrolase
CPQ,Hydrolase
PPP2R3C,Hydrolase
NT5DC1,Hydrolase
NT5C2,Hydrolase
NT5DC3,Hydrolase
NT5DC2,Hydrolase
PDE6G,Hydrolase
PDE6H,Hydrolase
NGLY1,Hydrolase
ERMP1,Hydrolase
SPPL3,Hydrolase
SPPL2C,Hydrolase
SPPL2B,Hydrolase
HM13,Hydrolase
SPPL2A,Hydrolase
TP53RK,Hydrolase
FTCD,Hydrolase
ATP6V0E2,Hydrolase
ATP6V0E1,Hydrolase
QPCT,Hydrolase
QPCTL,Hydrolase
PTEN,Hydrolase
TPTE,Hydrolase
TPTE2,Hydrolase
PPTC7,Hydrolase
SIN3B,Hydrolase
SIN3A,Hydrolase
DESI1,Hydrolase
DESI2,Hydrolase
UROS,Hydrolase
PNPLA3,Hydrolase
PNPLA1,Hydrolase
PNPLA2,Hydrolase
PNPLA5,Hydrolase
CTSC,Hydrolase
CTSB,Hydrolase
CTSH,Hydrolase
CTSK,Hydrolase
CTSL,Hydrolase
CTSV,Hydrolase
CTSO,Hydrolase
CTSS,Hydrolase
CTSW,Hydrolase
CTSZ,Hydrolase
TINAG,Hydrolase
TINAGL1,Hydrolase
CTSF,Hydrolase
TDP1,Hydrolase
OTUD6A,Hydrolase
OTUD1,Hydrolase
OTUD3,Hydrolase
OTUD6B,Hydrolase
OTUD4,Hydrolase
OTUD5,Hydrolase
LENG8,Hydrolase
MCM3AP,Hydrolase
ATP5F1E,Hydrolase
ATP6AP1,Hydrolase
ATP6AP1L,Hydrolase
NTAN1,Hydrolase
GLS2,Hydrolase
GLS,Hydrolase
SENP5,Hydrolase
SENP2,Hydrolase
SENP3,Hydrolase
SENP1,Hydrolase
NUDT4,Hydrolase
NUDT3,Hydrolase
NUDT10,Hydrolase
NUDT11,Hydrolase
IDUA,Hydrolase
ACOT9,Hydrolase
EXOSC1,Hydrolase
ATP6V1G3,Hydrolase
ATP6V1G2,Hydrolase
ATP6V1G1,Hydrolase
DDAH2,Hydrolase
DDAH1,Hydrolase
AGBL1,Hydrolase
AGTPBP1,Hydrolase
AGBL3,Hydrolase
AGBL5,Hydrolase
AGBL2,Hydrolase
AGBL4,Hydrolase
ESPL1,Hydrolase
SPCS3,Hydrolase
BPHL,Hydrolase
PARG,Hydrolase
DBR1,Hydrolase
ARHGEF10,Hydrolase
ARHGEF10L,Hydrolase
MPPED2,Hydrolase
MPPED1,Hydrolase
DDI1,Hydrolase
NRIP3,Hydrolase
NRIP2,Hydrolase
DDI2,Hydrolase
OTUB1,Hydrolase
OTUB2,Hydrolase
STAMBP,Hydrolase
STAMBPL1,Hydrolase
PDE6D,Hydrolase
DCPS,Hydrolase
NUDT8,Hydrolase
NUDT7,Hydrolase
INPP5A,Hydrolase
NUDT9,Hydrolase
RPP30,Hydrolase
NT5C3A,Hydrolase
NT5C3B,Hydrolase
RCE1,Hydrolase
ENGASE,Hydrolase
JOSD2,Hydrolase
JOSD1,Hydrolase
YOD1,Hydrolase
MBTPS2,Hydrolase
OTUD7A,Hydrolase
ZRANB1,Hydrolase
OTUD7B,Hydrolase
TNFAIP3,Hydrolase
CTSD,Hydrolase
CTSE,Hydrolase
BACE1,Hydrolase
BACE2,Hydrolase
PGA5,Hydrolase
PGC,Hydrolase
REN,Hydrolase
PGA3,Hydrolase
PGA4,Hydrolase
NAPSA,Hydrolase
ADAMTS13,Hydrolase
ADAMTS8,Hydrolase
ADAMTS5,Hydrolase
ADAMTS7,Hydrolase
ADAMTS6,Hydrolase
ADAMTS14,Hydrolase
ADAMTS15,Hydrolase
ADAMTS16,Hydrolase
ADAMTS17,Hydrolase
ADAMTS18,Hydrolase
ADAMTS19,Hydrolase
ADAMTSL5,Hydrolase
ADAMTSL4,Hydrolase
ADAMTS9,Hydrolase
ADAMTSL3,Hydrolase
THSD4,Hydrolase
ADAMTS20,Hydrolase
ADAMTS12,Hydrolase
ADAMTS10,Hydrolase
PAPLN,Hydrolase
ADAMTSL1,Hydrolase
ADAMTS4,Hydrolase
ADAMTS3,Hydrolase
ADAMTS2,Hydrolase
ADAMTS1,Hydrolase
ADAMTSL2,Hydrolase
ATP5F1D,Hydrolase
TAB1,Hydrolase
PPM1M,Hydrolase
PPM1N,Hydrolase
PP2D1,Hydrolase
PPM1L,Hydrolase
PPM1K,Hydrolase
PPM1E,Hydrolase
PPM1J,Hydrolase
PDP1,Hydrolase
PPM1A,Hydrolase
PPM1B,Hydrolase
PPM1G,Hydrolase
PPM1H,Hydrolase
PDP2,Hydrolase
ILKAP,Hydrolase
PPM1D,Hydrolase
PPM1F,Hydrolase
APOBEC3A_B,Hydrolase
APOBEC2,Hydrolase
APOBEC3H,Hydrolase
APOBEC3A,Hydrolase
APOBEC3F,Hydrolase
APOBEC3C,Hydrolase
APOBEC1,Hydrolase
AICDA,Hydrolase
APOBEC3G,Hydrolase
APOBEC3B,Hydrolase
NUDT6,Hydrolase
KYNU,Hydrolase
PPP2R3B,Hydrolase
PPP2R3A,Hydrolase
ATXN3,Hydrolase
ATXN3L,Hydrolase
PPME1,Hydrolase
TPP1,Hydrolase
PNPLA6,Hydrolase
PNPLA7,Hydrolase
CRBN,Hydrolase
RPP21,Hydrolase
VCPIP1,Hydrolase
SGPP2,Hydrolase
PLPP7,Hydrolase
PLPP6,Hydrolase
SGPP1,Hydrolase
TAF2,Hydrolase
ATP5F1B,Hydrolase
USPL1,Hydrolase
POP7,Hydrolase
PRSS23,Hydrolase
PRSS35,Hydrolase
PAN2,Hydrolase
RWDD2A,Hydrolase
RWDD2B,Hydrolase
ADPRHL1,Hydrolase
PUDP,Hydrolase
PTPRF,Hydrolase
PTPRM,Hydrolase
PTPRU,Hydrolase
PTPRT,Hydrolase
PTPRK,Hydrolase
PTPRJ,Hydrolase
PTPRC,Hydrolase
PTPN9,Hydrolase
PTPRH,Hydrolase
PTPN7,Hydrolase
PTPRD,Hydrolase
PTPRA,Hydrolase
PTPRZ1,Hydrolase
PTPRG,Hydrolase
PTPRS,Hydrolase
PTPRE,Hydrolase
ABCF1,Hydrolase
ABCF2,Hydrolase
LOC114483834,Hydrolase
ABCF3,Hydrolase
HDHD2,Hydrolase
LHPP,Hydrolase
PDXP,Hydrolase
PGP,Hydrolase
SSC4D,Hydrolase
DMBT1,Hydrolase
CD163L1,Hydrolase
SSC5D,Hydrolase
SCARA5,Hydrolase
MSR1,Hydrolase
PRSS12,Hydrolase
CD5L,Hydrolase
CD6,Hydrolase
CD163,Hydrolase
GNB5,Hydrolase
GNB1,Hydrolase
GNB2,Hydrolase
GNB3,Hydrolase
GNB4,Hydrolase
ENOPH1,Hydrolase
SSU72,Hydrolase
IMPA1,Hydrolase
IMPA2,Hydrolase
PHOSPHO1,Hydrolase
PHOSPHO2,Hydrolase
PINLYP,Hydrolase
TYSND1,Hydrolase
TSEN2,Hydrolase
EXOSC2,Hydrolase
EXOSC3,Hydrolase
NUDT2,Hydrolase
CFAP36,Hydrolase
TRAPPC12,Hydrolase
USP43,Hydrolase
USP31,Hydrolase
ATP23,Hydrolase
MALT1,Hydrolase
HEXA,Hydrolase
HEXB,Hydrolase
OMA1,Hydrolase
GANAB,Hydrolase
MGAM2,Hydrolase
GANC,Hydrolase
MGAM,Hydrolase
SI,Hydrolase
GAA,Hydrolase
SIAE,Hydrolase
HTRA4,Hydrolase
HTRA1,Hydrolase
HTRA3,Hydrolase
TBC1D3G,Hydrolase
TBC1D3L,Hydrolase
TBC1D8,Hydrolase
EVI5L,Hydrolase
TBC1D16,Hydrolase
SGSM1,Hydrolase
ADPRH,Hydrolase
TBC1D21,Hydrolase
TBC1D9B,Hydrolase
TBC1D2B,Hydrolase
TBC1D9,Hydrolase
TBC1D1,Hydrolase
TBC1D12,Hydrolase
TBC1D30,Hydrolase
RABGAP1,Hydrolase
TBC1D28,Hydrolase
TBC1D22A,Hydrolase
TBC1D10B,Hydrolase
TBC1D29P,Hydrolase
SGSM3,Hydrolase
TBC1D26,Hydrolase
TBC1D10C,Hydrolase
TBC1D3B,Hydrolase
TBC1D3C,Hydrolase
TBC1D25,Hydrolase
TBC1D13,Hydrolase
TBC1D8B,Hydrolase
TBC1D2,Hydrolase
TBC1D22B,Hydrolase
TBC1D14,Hydrolase
TBC1D15,Hydrolase
TBC1D3,Hydrolase
TBC1D3H,Hydrolase
EVI5,Hydrolase
TBC1D17,Hydrolase
GRTP1,Hydrolase
TBC1D10A,Hydrolase
TBC1D3F,Hydrolase
USP6,Hydrolase
TBCK,Hydrolase
USP6NL,Hydrolase
TBC1D5,Hydrolase
TBC1D4,Hydrolase
SGSM2,Hydrolase
RABGAP1L,Hydrolase
GPCPD1,Hydrolase
USP54,Hydrolase
USP53,Hydrolase
NEIL3,Hydrolase
AFMID,Hydrolase
AADACL3,Hydrolase
AADAC,Hydrolase
AADACL4,Hydrolase
AADACL2,Hydrolase
NCEH1,Hydrolase
ERI1,Hydrolase
ATAD2,Hydrolase
ATAD2B,Hydrolase
PSMC1,Hydrolase
PSMC2,Hydrolase
PSMC3,Hydrolase
PSMC4,Hydrolase
PSMC5,Hydrolase
PSMC6,Hydrolase
ATAD3C,Hydrolase
ATAD3A,Hydrolase
ATAD3B,Hydrolase
YME1L1,Hydrolase
NSF,Hydrolase
CTDP1,Hydrolase
HINT1,Hydrolase
HINT2,Hydrolase
HBS1L,Hydrolase
EEF1A1,Hydrolase
EEF1A2,Hydrolase
GSPT2,Hydrolase
GSPT1,Hydrolase
LACTB2,Hydrolase
DIS3L,Hydrolase
DIS3,Hydrolase
PGPEP1L,Hydrolase
PGPEP1,Hydrolase
AHCYL1,Hydrolase
AHCY,Hydrolase
AHCYL2,Hydrolase
GLB1L3,Hydrolase
GLB1,Hydrolase
GLB1L,Hydrolase
GLB1L2,Hydrolase
DPP3,Hydrolase
SEC23IP,Hydrolase
DDHD2,Hydrolase
DDHD1,Hydrolase
PITPNM3,Hydrolase
LAX1,Hydrolase
ATP9A,Hydrolase
ATP8A1,Hydrolase
ATP8B3,Hydrolase
ATP10B,Hydrolase
ATP11B,Hydrolase
ATP11A,Hydrolase
ATP11C,Hydrolase
ATP9B,Hydrolase
ATP8A2,Hydrolase
ATP8B1,Hydrolase
ATP10A,Hydrolase
ATP8B2,Hydrolase
ATP10D,Hydrolase
ATP8B4,Hydrolase
ATP2B1,Hydrolase
ATP2B2,Hydrolase
ATP2B3,Hydrolase
ATP2B4,Hydrolase
ABCB6,Hydrolase
ABCB8,Hydrolase
ABCB7,Hydrolase
ABCB10,Hydrolase
ABCB9,Hydrolase
ABCB5,Hydrolase
ABCB1,Hydrolase
ABCB4,Hydrolase
TAP1,Hydrolase
TAP2,Hydrolase
ABCB11,Hydrolase
CTRL,Hydrolase
CTRB2,Hydrolase
PRSS38,Hydrolase
CTRB1,Hydrolase
PRRG1,Hydrolase
PRRG4,Hydrolase
PRRG3,Hydrolase
ACR,Hydrolase
F2,Hydrolase
PAMR1,Hydrolase
MASP2,Hydrolase
HP,Hydrolase
HPR,Hydrolase
C1RL,Hydrolase
MASP1,Hydrolase
C1R,Hydrolase
C1S,Hydrolase
CELA3A,Hydrolase
CELA1,Hydrolase
ELANE,Hydrolase
CELA3B,Hydrolase
CELA2B,Hydrolase
PRTN3,Hydrolase
CELA2A,Hydrolase
MST1L,Hydrolase
PIK3IP1,Hydrolase
HGF,Hydrolase
MST1,Hydrolase
PLG,Hydrolase
F12,Hydrolase
HABP2,Hydrolase
HGFAC,Hydrolase
PLAT,Hydrolase
PLAU,Hydrolase
PRSS1,Hydrolase
PRSS2,Hydrolase
PRSS3,Hydrolase
KLK11,Hydrolase
KLK8,Hydrolase
CMA1,Hydrolase
PRSS37,Hydrolase
PRSS58,Hydrolase
CTSG,Hydrolase
CFD,Hydrolase
KLK5,Hydrolase
KLK13,Hydrolase
KLK9,Hydrolase
GZMH,Hydrolase
GZMA,Hydrolase
GZMB,Hydrolase
GZMK,Hydrolase
GZMM,Hydrolase
KLK3,Hydrolase
KLK1,Hydrolase
KLK2,Hydrolase
PRSS57,Hydrolase
KLK14,Hydrolase
KLK12,Hydrolase
KLK15,Hydrolase
KLK7,Hydrolase
KLK6,Hydrolase
KLK10,Hydrolase
AZU1,Hydrolase
KLK4,Hydrolase
PRSS53,Hydrolase
PRSS36,Hydrolase
F7,Hydrolase
F9,Hydrolase
F10,Hydrolase
PROC,Hydrolase
PRRG2,Hydrolase
PRSS56,Hydrolase
PROZ,Hydrolase
NFE2,Hydrolase
NFE2L2,Hydrolase
NFE2L1,Hydrolase
NFE2L3,Hydrolase
ZBTB46,Hydrolase
ZBTB9,Hydrolase
ZBTB43,Hydrolase
ZBTB8A,Hydrolase
ZBTB10,Hydrolase
ZBTB8B,Hydrolase
ZBTB22,Hydrolase
EDIL3,Hydrolase
F5,Hydrolase
F8,Hydrolase
MFGE8,Hydrolase
RS1,Hydrolase
DNPEP,Hydrolase
PM20D2,Hydrolase
TRABD2A,Hydrolase
TRABD2B,Hydrolase
TMEM97,Hydrolase
CT47B1,Hydrolase
CT47A12,Hydrolase
CT47A11,Hydrolase
CT47A7,Hydrolase
CT47A10,Hydrolase
CT47A9,Hydrolase
CT47A8,Hydrolase
CT47A6,Hydrolase
CT47A5,Hydrolase
CT47A4,Hydrolase
CT47A3,Hydrolase
CT47A2,Hydrolase
CT47A1,Hydrolase
ASPRV1,Hydrolase
ARSG,Hydrolase
GALNS,Hydrolase
ARSH,Hydrolase
ARSA,Hydrolase
STS,Hydrolase
ARSD,Hydrolase
ARSL,Hydrolase
ARSF,Hydrolase
AMDHD1,Hydrolase
APEH,Hydrolase
EIF2S3,Hydrolase
ATP2A2,Hydrolase
ATP2C1,Hydrolase
ATP2C2,Hydrolase
ATP2A1,Hydrolase
ATP2A3,Hydrolase
PREP,Hydrolase
NUDT17,Hydrolase
NUDT12,Hydrolase
EEF2,Hydrolase
EFL1,Hydrolase
EFTUD2,Hydrolase
MUTYH,Hydrolase
MBLAC2,Hydrolase
SIRT5,Hydrolase
PITRM1,Hydrolase
BPNT1,Hydrolase
INPP1,Hydrolase
BPNT2,Hydrolase
SRR,Hydrolase
MYORG,Hydrolase
RHBDD1,Hydrolase
ETHE1,Hydrolase
ATP5F1A,Hydrolase
SULF1,Hydrolase
GNS,Hydrolase
SULF2,Hydrolase
SGSH,Hydrolase
MEST,Hydrolase
ADCK5,Hydrolase
ADCK1,Hydrolase
PEPD,Hydrolase
XPNPEP3,Hydrolase
GFM2,Hydrolase
CNDP2,Hydrolase
CNDP1,Hydrolase
NTHL1,Hydrolase
ATP12A,Hydrolase
ATP4A,Hydrolase
ATP1A3,Hydrolase
ATP1A4,Hydrolase
ATP1A2,Hydrolase
ATP1A1,Hydrolase
EPHX2,Hydrolase
EPHX4,Hydrolase
SERHL2,Hydrolase
EPHX3,Hydrolase
METAP1,Hydrolase
METAP1D,Hydrolase
PSPH,Hydrolase
FAAH2,Hydrolase
MTIF2,Hydrolase
EIF5B,Hydrolase
ATP6V1B1,Hydrolase
ATP6V1B2,Hydrolase
SDS,Hydrolase
SDSL,Hydrolase
PARK7,Hydrolase
HDAC11,Hydrolase
GUF1,Hydrolase
ATP7A,Hydrolase
ATP7B,Hydrolase
ATP6V1A,Hydrolase
GBE1,Hydrolase
AFG3L2,Hydrolase
SPG7,Hydrolase
UPB1,Hydrolase
SIRT4,Hydrolase
NRDC,Hydrolase
IDE,Hydrolase
LONP1,Hydrolase
GTPBP2,Hydrolase
EEFSEC,Hydrolase
TUFM,Hydrolase
GTPBP1,Hydrolase
MANBA,Hydrolase
PARL,Hydrolase
NUDT1,Hydrolase
FASN,Hydrolase
ARG1,Hydrolase
ARG2,Hydrolase
ABHD6,Hydrolase
PCSK9,Hydrolase
TPP2,Hydrolase
MBTPS1,Hydrolase
GATD1,Hydrolase
PLD6,Hydrolase
USP14,Hydrolase
GGTLC2,Hydrolase
GGTLC1,Hydrolase
RHBDF1,Hydrolase
RHBDF2,Hydrolase
HPSE2,Hydrolase
HPSE,Hydrolase
WARS1,Ligase
PRPS1L1,Ligase
PRPS1,Ligase
PRPS2,Ligase
PRPSAP1,Ligase
PRPSAP2,Ligase
GART,Ligase
HAO2,Ligase
CARNS1,Ligase
POLG2,Ligase
GARS1,Ligase
CARS2,Ligase
CARS1,Ligase
FARSB,Ligase
LRRC47,Ligase
UBA2,Ligase
SAE1,Ligase
ATG7,Ligase
MOCS3,Ligase
UBA6,Ligase
UBA1,Ligase
UBA7,Ligase
UBA5,Ligase
NAE1,Ligase
UBA3,Ligase
GSS,Ligase
FPGS,Ligase
GCLC,Ligase
SKP1,Ligase
ANAPC11,Ligase
RNF7,Ligase
RBX1,Ligase
MKRN2,Ligase
MKRN3,Ligase
MKRN1,Ligase
HUWE1,Ligase
WWP1,Ligase
WWP2,Ligase
HECW1,Ligase
NEDD4L,Ligase
NEDD4,Ligase
SMURF1,Ligase
HECW2,Ligase
HACE1,Ligase
SMURF2,Ligase
ITCH,Ligase
AREL1,Ligase
CPS1,Ligase
CAD,Ligase
TARS3,Ligase
TARS1,Ligase
TARS2,Ligase
HARS2,Ligase
HARS1,Ligase
FDXACB1,Ligase
FARS2,Ligase
CTPS1,Ligase
CTPS2,Ligase
ASS1,Ligase
GATB,Ligase
ARIH2,Ligase
RNF19B,Ligase
RNF217,Ligase
RNF144B,Ligase
ARIH1,Ligase
RNF19A,Ligase
PRKN,Ligase
ANKIB1,Ligase
RNF14,Ligase
RNF144A,Ligase
YARS2,Ligase
ASNS,Ligase
SARS2,Ligase
SARS1,Ligase
SUCLG2,Ligase
SUCLA2,Ligase
ADSS1,Ligase
ADSS2,Ligase
QRSL1,Ligase
CUL2,Ligase
CUL4B,Ligase
CUL4A,Ligase
CUL5,Ligase
CUL1,Ligase
ECI1,Ligase
ECHS1,Ligase
AUH,Ligase
ECHDC2,Ligase
ECHDC1,Ligase
TTLL11,Ligase
TTLL9,Ligase
TTLL5,Ligase
TTLL1,Ligase
TTLL6,Ligase
TTLL7,Ligase
TTLL2,Ligase
TTLL4,Ligase
PPCS,Ligase
RNF5,Ligase
RNF185,Ligase
LTN1,Ligase
NEURL1B,Ligase
NEURL1,Ligase
NEURL4,Ligase
NEURL3,Ligase
MED20,Ligase
LIPT1,Ligase
ANAPC1,Ligase
HLCS,Ligase
ATG3,Ligase
RNF113B,Ligase
RNF113A,Ligase
ANAPC10,Ligase
MTHFSD,Ligase
MARCHF6,Ligase
CACYBP,Ligase
UBL3,Ligase
FANCL,Ligase
GCLM,Ligase
DET1,Ligase
RNF175,Ligase
RNF121,Ligase
CBLL2,Ligase
CBLL1,Ligase
UBTD1,Ligase
UBTD2,Ligase
BRCA1,Ligase
BRCA2,Ligase
UHRF2,Ligase
UHRF1,Ligase
RFFL,Ligase
RNF34,Ligase
VHLL,Ligase
VHL,Ligase
DALRD3,Ligase
RFWD3,Ligase
CHFR,Ligase
PCCA,Ligase
MCCC1,Ligase
GLUL,Ligase
RCHY1,Ligase
ZSWIM2,Ligase
USP43,Ligase
USP31,Ligase
NARS1,Ligase
DARS2,Ligase
NARS2,Ligase
RBCK1,Ligase
SHARPIN,Ligase
MCCC2,Ligase
ZNF598,Ligase
USP54,Ligase
USP53,Ligase
FBXO11,Ligase
RNF157,Ligase
MGRN1,Ligase
CBLC,Ligase
CBL,Ligase
CBLB,Ligase
ACLY,Ligase
MEX3D,Ligase
MEX3C,Ligase
MEX3B,Ligase
MEX3A,Ligase
TSG101,Ligase
UEVLD,Ligase
LONRF2,Ligase
LONRF3,Ligase
LONRF1,Ligase
MTHFS,Ligase
ATP5IF1,Ligase
UBE2D4,Ligase
UBE2D1,Ligase
UBE2D2,Ligase
UBE2L6,Ligase
UBE2D3,Ligase
UBE2L3,Ligase
ACSS1,Ligase
ACSS2,Ligase
ACSF3,Ligase
ACSBG1,Ligase
ACSBG2,Ligase
TRIM3,Ligase
TRIM2,Ligase
TRIM71,Ligase
NHLRC1,Ligase
NHLRC3,Ligase
MIB2,Ligase
MIB1,Ligase
PARS2,Ligase
MRPL39,Ligase
IARS2,Ligase
IARS1,Ligase
KARS1,Ligase
AACS,Ligase
QARS1,Ligase
SLC27A5,Ligase
SLC27A4,Ligase
SLC27A3,Ligase
SLC27A2,Ligase
SLC27A6,Ligase
SLC27A1,Ligase
ECH1,Ligase
HIBCH,Ligase
ACSF2,Ligase
ACSL1,Ligase
ACSL3,Ligase
ACSL4,Ligase
ACSL6,Ligase
ACSL5,Ligase
MTHFD1,Ligase
MTHFD1L,Ligase
EARS2,Ligase
MARS2,Ligase
ACSS3,Ligase
FAAH2,Ligase
EPRS1,Ligase
LGSN,Ligase
DARS1,Ligase
PAICS,Ligase
ACSM1,Ligase
ACSM2A,Ligase
ACSM6,Ligase
ACSM4,Ligase
ACSM2B,Ligase
ACSM5,Ligase
ACSM3,Ligase
LARS2,Ligase
FASN,Ligase
PC,Ligase
PCCB,Ligase
LIG1,Ligase
LIG3,Ligase
MARCHF5,Ligase
KAT5,Acetyltransferase
KAT7,Acetyltransferase
KAT6B,Acetyltransferase
RSF1,Acetyltransferase
PHF10,Acetyltransferase
DPF2,Acetyltransferase
KAT6A,Acetyltransferase
DPF3,Acetyltransferase
DPF1,Acetyltransferase
KAT8,Acetyltransferase
NCOA2,Acetyltransferase
NCOA3,Acetyltransferase
NCOA1,Acetyltransferase
ELP3,Acetyltransferase
NAT2,Acetyltransferase
NAT1,Acetyltransferase
ECI1,Acetyltransferase
ECHS1,Acetyltransferase
AUH,Acetyltransferase
ECHDC2,Acetyltransferase
ECHDC1,Acetyltransferase
HAT1,Acetyltransferase
GIPC3,Acetyltransferase
GIPC2,Acetyltransferase
GIPC1,Acetyltransferase
CREBBP,Acetyltransferase
EP300,Acetyltransferase
TAF1L,Acetyltransferase
TAF1,Acetyltransferase
LPCAT3,Acetyltransferase
MBOAT2,Acetyltransferase
MBOAT1,Acetyltransferase
MBOAT4,Acetyltransferase
PORCN,Acetyltransferase
MBOAT7,Acetyltransferase
NAT8L,Acetyltransferase
NAT8B,Acetyltransferase
NAT8,Acetyltransferase
NAA60,Acetyltransferase
ACAA2,Acetyltransferase
HADHB,Acetyltransferase
ACAT1,Acetyltransferase
ACAT2,Acetyltransferase
PIGW,Acetyltransferase
NAA35,Acetyltransferase
CHAT,Acetyltransferase
CPT1C,Acetyltransferase
CPT1A,Acetyltransferase
CPT1B,Acetyltransferase
CPT2,Acetyltransferase
CRAT,Acetyltransferase
CROT,Acetyltransferase
NAA16,Acetyltransferase
NAA25,Acetyltransferase
NAA15,Acetyltransferase
NAA10,Acetyltransferase
NAA11,Acetyltransferase
PDHX,Acetyltransferase
FAM133B,Acetyltransferase
FAM133A,Acetyltransferase
NAA50,Acetyltransferase
NANS,Acetyltransferase
NAT16,Acetyltransferase
ECH1,Acetyltransferase
HIBCH,Acetyltransferase
DBT,Acetyltransferase
DLST,Acetyltransferase
ACAA1,Acetyltransferase
CBSL,Deaminase
CBS,Deaminase
ADAR,Deaminase
ADARB1,Deaminase
ADARB2,Deaminase
ADAD1,Deaminase
ADAD2,Deaminase
DCTD,Deaminase
CDADC1,Deaminase
AMPD1,Deaminase
AMPD2,Deaminase
AMPD3,Deaminase
ADA,Deaminase
ADAL,Deaminase
ADA2,Deaminase
HMBS,Deaminase
CDA,Deaminase
FTCD,Deaminase
ENGASE,Deaminase
APOBEC3A_B,Deaminase
APOBEC2,Deaminase
APOBEC3H,Deaminase
APOBEC3A,Deaminase
APOBEC3F,Deaminase
APOBEC3C,Deaminase
APOBEC1,Deaminase
AICDA,Deaminase
APOBEC3G,Deaminase
APOBEC3B,Deaminase
SRR,Deaminase
SDS,Deaminase
SDSL,Deaminase
GNA13,G-Protein
GNA11,G-Protein
GNA12,G-Protein
GNA15,G-Protein
GNAI1,G-Protein
GNAI2,G-Protein
GNAI3,G-Protein
GNAL,G-Protein
GNAO1,G-Protein
GNAQ,G-Protein
GNAS,G-Protein
GNAT1,G-Protein
GNAT2,G-Protein
GNAZ,G-Protein
GNAT3,G-Protein
GNA14,G-Protein
GBP4,G-Protein
GBP5,G-Protein
GBP6,G-Protein
ATL3,G-Protein
GBP1,G-Protein
GBP2,G-Protein
GBP3,G-Protein
GBP7,G-Protein
ATL1,G-Protein
ATL2,G-Protein
RNF112,G-Protein
IPO8,G-Protein
IPO7,G-Protein
CSE1L,G-Protein
IPO11,G-Protein
IPO9,G-Protein
RRAGB,G-Protein
RRAGA,G-Protein
RRAGD,G-Protein
RRAGC,G-Protein
SRP54,G-Protein
DNM1L,G-Protein
DNM1,G-Protein
DNM2,G-Protein
DNM3,G-Protein
MX1,G-Protein
MX2,G-Protein
OPA1,G-Protein
AGBL5,G-Protein
AGBL3,G-Protein
AGTPBP1,G-Protein
AGBL2,G-Protein
AGBL1,G-Protein
AGBL4,G-Protein
GNG11,G-Protein
GNG3,G-Protein
GNG8,G-Protein
GNG4,G-Protein
GNG2,G-Protein
GNGT1,G-Protein
GNGT2,G-Protein
GNG5,G-Protein
GNG10,G-Protein
GNG7,G-Protein
GNG12,G-Protein
DCAF8L1,G-Protein
WDTC1,G-Protein
DCAF8,G-Protein
DCAF6,G-Protein
DCAF5,G-Protein
TMEM250,G-Protein
SEPTIN7,G-Protein
SEPTIN9,G-Protein
SEPTIN11,G-Protein
SEPTIN10,G-Protein
SEPTIN14,G-Protein
SEPTIN8,G-Protein
SEPTIN6,G-Protein
SEPTIN1,G-Protein
SEPTIN3,G-Protein
SEPTIN12,G-Protein
SEPTIN2,G-Protein
SEPTIN5,G-Protein
SEPTIN4,G-Protein
GNB5,G-Protein
GNB1,G-Protein
GNB2,G-Protein
GNB3,G-Protein
GNB4,G-Protein
HBS1L,G-Protein
EEF1A1,G-Protein
EEF1A2,G-Protein
GSPT2,G-Protein
GSPT1,G-Protein
OLA1,G-Protein
RAB42,G-Protein
RHEBL1,G-Protein
DIRAS1,G-Protein
RRAS2,G-Protein
MRAS,G-Protein
HRAS,G-Protein
ERAS,G-Protein
KRAS,G-Protein
NRAS,G-Protein
RASL12,G-Protein
DIRAS2,G-Protein
RAP2C,G-Protein
RALA,G-Protein
RALB,G-Protein
RAP1A,G-Protein
RAP1B,G-Protein
RAP2A,G-Protein
RAP2B,G-Protein
RHEB,G-Protein
RIT2,G-Protein
RIT1,G-Protein
RRAS,G-Protein
RERG,G-Protein
DIRAS3,G-Protein
